ic_id,ic_second_id,ngc_id,messier_id,object_name,object_type_abrev,object_type,ra_hour,ra_minute,dec_sign,dec_deg,dec_minute,constellation,major_axis,minor_axis,position_angle,b_mag,v_mag,j_mag,h_mag,k_mag,surface_brightness,ned_notes
,,NGC371,,,OCl,Open Cluster,1,3.5,+,72,3.416666667,Tucana,4.2,3.8,60,,,,,,,
,,NGC935,,,G,Galaxy,2,28.18333333,+,19,35.94666667,Aries,1.58,0.98,155,13.56,12.82,10.29,9.59,9.32,23.14,
,,NGC374,,,G,Galaxy,1,7.1,+,32,47.70666667,Pisces,1.3,0.58,177,14.3,,10.84,10.17,9.98,23.37,
,,NGC938,,,G,Galaxy,2,28.56666667,+,20,17.02166667,Aries,1.55,1.14,97,13.8,,10.47,9.81,9.53,23.56,
,,NGC379,,,G,Galaxy,1,7.266666667,+,32,31.22166667,Pisces,1.41,0.68,2,14,,10.46,9.72,9.4,23.25,
,,NGC943,,,G,Galaxy,2,29.16666667,+,10,49.68333333,Cetus,1.55,0.95,26,11,,12.77,12.08,11.83,24.03,"MCG, VV, and RC2 switch NGC 0942 and NGC 0943. NGC 0943 is northern of two."
,,NGC380,,,G,Galaxy,1,7.3,+,32,28.975,Pisces,1.45,1.35,80,13.9,,10.27,9.52,9.26,23.22,
,IC228,NGC944,,,G,Galaxy,2,26.7,+,14,30.93333333,Cetus,1.01,0.37,18,14,,12.03,11.23,10.99,23.67,
,,NGC385,,,G,Galaxy,1,7.45,+,32,19.17166667,Pisces,1.21,0.91,160,14.3,,10.92,10.22,9.92,23.17,
,,NGC945,,,G,Galaxy,2,28.61666667,+,10,32.33333333,Cetus,2.06,1.82,170,12,,10.31,9.67,9.36,23.01,
,,NGC387,,,G,Galaxy,1,7.55,+,32,23.46666667,Pisces,0.42,0.36,69,,,13.17,12.48,12.25,23.46,
,,NGC946,,,G,Galaxy,2,30.63333333,+,42,13.95666667,Andromeda,1.42,0.84,66,14.5,,10.7,9.98,9.71,23.97,
,,NGC389,,,G,Galaxy,1,8.5,+,39,41.72666667,Andromeda,1.26,0.46,54,15,,11.72,11,10.68,24.08,
,,NGC953,,,G,Galaxy,2,31.16666667,+,29,35.325,Triangulum,1.47,1.19,14,14.5,,10.36,9.73,9.42,24.09,
,,NGC391,,,G,Galaxy,1,7.383333333,+,0,55.55666667,Cetus,0.98,0.74,38,14.6,,11.28,10.58,10.3,23.32,
,,NGC958,,,G,Galaxy,2,30.71666667,+,2,56.33333333,Cetus,2.51,0.72,2,13,,9.87,9.11,8.8,22.65,
,,NGC392,,,G,Galaxy,1,8.383333333,+,33,8.016666667,Pisces,1.36,0.93,52,13.68,12.71,10.48,9.8,9.56,23.08,
,,NGC959,,,G,Galaxy,2,32.4,+,35,29.67833333,Triangulum,1.87,1.11,67,12.95,12.38,10.95,10.24,9.61,22.61,
,,NGC393,,,G,Galaxy,1,8.616666667,+,39,38.65833333,Andromeda,1.64,1.34,22,13.3,,10.24,9.51,9.23,23.55,
,,NGC962,,,G,Galaxy,2,32.66666667,+,28,4.196666667,Aries,1.46,1.03,178,14.2,,10.3,9.63,9.31,23.71,
,,NGC396,,,G,Galaxy,1,8.133333333,+,4,31.85166667,Pisces,0.62,0.3,70,,,12.98,12.6,12.1,,
,IC1814,NGC964,,,G,Galaxy,2,31.1,+,36,2.083333333,Fornax,2.18,0.5,33,13.48,,10.1,9.36,9.09,23.14,SGC claims = IC 1814.
,,NGC398,,,G,Galaxy,1,8.9,+,32,30.87166667,Pisces,0.83,0.49,136,15.4,,12.12,11.43,11.28,23.72,
,,NGC965,,,G,Galaxy,2,32.41666667,+,18,38.38333333,Cetus,0.94,0.77,173,14.92,,12.82,12.58,12.11,23.25,
,,NGC401,,,*,Star,1,9.133333333,+,32,45.56,Pisces,,,,,,,,,,
,,NGC966,,,G,Galaxy,2,31.78333333,+,19,52.9,Cetus,1.13,0.95,107,14.37,,11.21,10.55,10.32,22.89,Position in 1998AJ....116....1D includes a bright superposed star.
,,NGC403,,,G,Galaxy,1,9.233333333,+,32,45.12833333,Pisces,2.4,0.79,86,13.38,,10.23,9.55,9.3,23.68,
,,NGC969,,,G,Galaxy,2,34.13333333,+,32,56.81666667,Triangulum,1.69,1.16,8,13.5,12.41,10.19,9.52,9.19,23.43,
,,NGC406,,,G,Galaxy,1,7.416666667,+,69,52.75,Tucana,2.44,1.1,162,13.02,,11.06,10.5,10.18,23.09,
,,NGC970,,,GPair,Galaxy Pair,2,34.18333333,+,32,58.56666667,Triangulum,1,,,,,,,,,
,,NGC407,,,G,Galaxy,1,10.61666667,+,33,7.59,Pisces,2,0.29,0,14.28,,10.74,10.02,9.8,24.24,
,,NGC970 NED01,,,G,Galaxy,2,34.18333333,+,32,58.49166667,Triangulum,,,,,,,,,,
,,NGC410,,,G,Galaxy,1,10.98333333,+,33,9.113333333,Pisces,2.37,1.6,34,12.52,11.48,9.38,8.66,8.38,23.24,
,,NGC971,,,*,Star,2,34.26666667,+,32,59.22666667,Triangulum,,,,,,,,,,
,,NGC414,,,GPair,Galaxy Pair,1,11.3,+,33,6.766666667,Pisces,0.75,,,,,,,,,
,,NGC972,,,G,Galaxy,2,34.21666667,+,29,18.67666667,Aries,3.31,1.61,151,12.1,,8.94,8.21,7.86,23.06,The 2MASS Extended Source position is 11 arcsec northwest of the nucleus.
,,NGC414 NED01,,,G,Galaxy,1,11.28333333,+,33,6.833333333,Pisces,0.74,0.34,23,14.13,,11.35,10.58,10.37,22.48,
,,NGC975,,,G,Galaxy,2,33.38333333,+,9,36.10166667,Cetus,0.84,0.63,1,14.2,,10.98,10.24,9.95,22.62,
,,NGC419,,,GCl,Globular Cluster,1,8.283333333,+,72,53.01666667,Tucana,2.8,2.8,,11.16,10.5,,,,,In the Small Magellanic Cloud.
,,NGC981,,,G,Galaxy,2,33,+,10,58.43333333,Cetus,1.08,0.51,6,14,,12.08,11.32,11.1,22.9,
,,NGC423,,,G,Galaxy,1,11.36666667,+,29,14.06666667,Sculptor,0.9,0.6,114,14.58,,11.6,10.86,10.5,22.82,
,,NGC983,,,G,Galaxy,2,38.93333333,+,34,37.33666667,Triangulum,1.16,0.69,136,14,,11,10.33,10.01,22.8,
,,NGC424,,,G,Galaxy,1,11.46666667,+,38,5.016666667,Sculptor,1.66,0.68,61,13.76,14.12,10.5,9.74,9.13,23.37,
,,NGC988,,,G,Galaxy,2,35.46666667,+,9,21.36666667,Cetus,4.33,1.73,119,11.73,,7.34,7.35,7,22.09,"HD 1615 (V=7.1) superposed 52"" northwest of center."
,,NGC425,,,G,Galaxy,1,13.05,+,38,46.10166667,Andromeda,0.89,0.84,65,13.5,,11.25,10.54,10.27,21.89,
,,NGC990,,,G,Galaxy,2,36.3,+,11,38.525,Aries,1.48,1.12,41,13.9,,10.31,9.65,9.32,23.21,
,,NGC426,,,G,Galaxy,1,12.81666667,+,0,17.41666667,Cetus,1.2,0.89,146,16.33,15.58,10.88,10.16,9.88,23.1,
,,NGC995,,,G,Galaxy,2,38.53333333,+,41,31.755,Perseus,1.3,0.76,36,14.9,,10.93,10.23,9.93,24.06,
,,NGC427,,,G,Galaxy,1,12.31666667,+,32,3.666666667,Sculptor,1.1,0.66,16,15.06,,12.14,11.43,11.2,23.75,
,,NGC996,,,G,Galaxy,2,38.66666667,+,41,38.85166667,Perseus,1.3,1.12,75,14.5,,10.53,9.81,9.56,23.87,
,,NGC429,,,G,Galaxy,1,12.95,+,0,20.7,Cetus,1.51,0.31,19,14.4,,11.37,10.67,10.49,24.04,
,,NGC997,,,GPair,Galaxy Pair,2,37.25,+,7,18.46666667,Cetus,1,,,,,,,,,
,,NGC432,,,G,Galaxy,1,11.76666667,+,61,31.66666667,Tucana,1.32,1.07,126,13.96,,10.84,10.18,9.93,23.47,One APM image refers to the southeastern part of the galaxy.
,,NGC997 NED01,,,G,Galaxy,2,37.23333333,+,7,18.58666667,Cetus,,,,,,,,,,
,,NGC435,,,G,Galaxy,1,14,+,2,4.286666667,Cetus,1.1,0.43,17,15,,12.14,11.36,11.07,23.04,
,,NGC997 NED02,,,G,Galaxy,2,37.25,+,7,18.33833333,Cetus,1.12,1.02,5,14.6,,10.48,9.65,9.42,23.82,
,,NGC438,,,G,Galaxy,1,13.56666667,+,37,54.1,Sculptor,1.35,0.77,140,13.63,,10.91,10.2,10,22.61,
,,NGC1002,,,Dup,Galaxy,2,38.93333333,+,34,37.33666667,Triangulum,,,,,,,,,,
,,NGC439,,,G,Galaxy,1,13.78333333,+,31,44.83333333,Sculptor,3.38,2.14,156,12.38,,9.62,9,8.7,24.24,
,,NGC1003,,,G,Galaxy,2,39.28333333,+,40,52.33833333,Perseus,3.47,0.83,96,12.1,,10.12,9.52,9.35,22.34,
,,NGC442,,,G,Galaxy,1,14.65,+,1,1.233333333,Cetus,1.16,0.69,158,14.5,,10.77,9.98,9.76,23.43,
,,NGC1005,,,G,Galaxy,2,39.48333333,+,41,29.33833333,Perseus,0.66,0.65,45,14.7,,11.21,10.7,10.33,,
,IC1653,NGC443,,,G,Galaxy,1,15.13333333,+,33,22.64,Pisces,0.82,0.72,17,13.9,,11.44,10.69,10.38,22.53,
,,NGC1010,,,Dup,Galaxy,2,37.58333333,+,11,1.5,Cetus,,,,,,,,,,
,IC1656,NGC447,,,G,Galaxy,1,15.63333333,+,33,4.063333333,Pisces,2.21,2.15,15,14,,10.52,9.79,9.48,25.53,"Misidentified in CGCG, RNGC & UGC as NGC 0449. NED follows RC2."
,,NGC1011,,,G,Galaxy,2,37.65,+,11,0.3333333333,Cetus,0.68,0.62,160,15,,11.95,11.24,11.16,22.79,
,,NGC448,,,G,Galaxy,1,15.28333333,+,1,37.56666667,Cetus,1.6,0.76,115,13.2,,10.27,9.58,9.35,23.04,
,,NGC1012,,,G,Galaxy,2,39.25,+,30,9.083333333,Aries,2.1,1.05,24,13.1,,10.31,9.51,9.34,23.34,
,,NGC452,,,G,Galaxy,1,16.25,+,31,2.03,Pisces,1.99,0.5,39,14,,10.62,9.86,9.58,23.14,
,,NGC1015,,,G,Galaxy,2,38.2,+,1,19.11666667,Cetus,1.98,1.68,100,12.8,,10.35,9.67,9.35,23.55,
,,NGC459,,,G,Galaxy,1,18.13333333,+,17,33.74333333,Pisces,0.58,0.55,20,15.7,,13.11,12.35,12.21,23.31,
,,NGC1022,,,G,Galaxy,2,38.55,+,6,40.65,Cetus,2.6,1.5,74,12.09,11.34,9.45,8.79,8.5,22.66,
,,NGC461,,,G,Galaxy,1,17.35,+,33,50.45,Sculptor,1.21,1.01,38,14.11,,,,,23.06,
,IC1824,NGC1027,,,OCl,Open Cluster,2,42.58333333,+,61,35.66166667,Cassiopeia,7.8,,,7.28,6.7,,,,,The IC identification is not certain.
,,NGC463,,,G,Galaxy,1,18.96666667,+,16,19.545,Pisces,1.04,0.39,5,15.2,,11.76,11.07,10.69,23.81,
,,NGC1029,,,G,Galaxy,2,39.61666667,+,10,47.6,Aries,1.56,0.46,70,14.2,13.11,10.62,9.93,9.63,23.82,
,,NGC464,,,**,Double star,1,19.45,+,34,57.325,Andromeda,,,,,,,,,,
,,NGC1030,,,G,Galaxy,2,39.85,+,18,1.456666667,Aries,1.5,0.64,8,14.5,,10.81,10.05,9.61,23.34,
,,NGC466,,,G,Galaxy,1,17.21666667,+,58,54.6,Tucana,1.61,1.34,108,13.58,,10.85,10.13,9.93,23.36,
,,NGC1031,,,G,Galaxy,2,36.65,+,54,51.58333333,Horologium,2.27,1.08,24,13.64,,10.37,9.66,9.41,23.57,
,,NGC467,,,G,Galaxy,1,19.16666667,+,3,18.05,Pisces,1.66,1.49,125,12.9,11.85,9.97,9.24,9.01,23,
,,NGC1041,,,G,Galaxy,2,40.41666667,+,5,26.43333333,Cetus,1.36,1.08,47,14,,10.88,10.18,9.89,23.59,
,,NGC472,,,G,Galaxy,1,20.48333333,+,32,42.54166667,Pisces,0.9,0.68,125,14.2,,11.22,10.49,10.19,22.69,
,,NGC1044 NED02,,,G,Galaxy,2,41.11666667,+,8,44.17,Cetus,0.58,0.51,,15.16,,,,,,
,,NGC473,,,G,Galaxy,1,19.91666667,+,16,32.68166667,Pisces,1.77,1.02,153,13.41,12.63,10.45,9.77,9.56,23.19,
,,NGC1048A,,,G,Galaxy,2,40.6,+,8,32.83333333,Cetus,0.81,0.42,178,18.6,17.87,11.98,11.21,10.82,23.26,Multiple SDSS entries describe this object.
,,NGC474,,,G,Galaxy,1,20.11666667,+,3,24.92333333,Pisces,2.65,2.44,45,12.37,11.51,9.49,8.8,8.56,23.26,
,,NGC1049,,Fornax Dwarf Cluster 3,GCl,Globular Cluster,2,39.8,+,34,15.5,Fornax,1.12,0.92,25,13.59,,11.39,10.98,10.87,,Globular cluster associated with Fornax Dwarf Irregular.
,,NGC477,,,G,Galaxy,1,21.33333333,+,40,29.29166667,Andromeda,1.55,0.55,135,14,,11.25,10.8,10.22,23.04,
,,NGC1050,,,G,Galaxy,2,42.6,+,34,45.81,Perseus,1.1,0.81,98,13.71,12.81,10.74,10.05,9.69,22.42,
,,NGC479,,,G,Galaxy,1,21.26666667,+,3,51.73666667,Pisces,0.91,0.73,128,14.71,,12.84,11.87,11.83,23.52,
,,NGC1052,,,G,Galaxy,2,41.08333333,+,8,15.35,Cetus,2.94,2.07,109,11.41,10.47,8.37,7.71,7.45,22.65,
,,NGC484,,,G,Galaxy,1,19.58333333,+,58,31.46666667,Tucana,1.8,1.26,90,13.07,,10.04,9.36,9.1,23.26,
,,NGC1053,,,Dup,Galaxy,2,43.2,+,41,30.03666667,Perseus,,,,,,,,,,
,,NGC485,,,G,Galaxy,1,21.46666667,+,7,1.085,Pisces,1.64,0.61,2,14.2,,11.7,11.01,10.82,23.38,
,,NGC1054,,,G,Galaxy,2,42.26666667,+,18,13.03166667,Aries,0.8,0.44,30,14.6,,11.75,11.01,10.74,22.36,
,,NGC486,,,G,Galaxy,1,21.71666667,+,5,20.77833333,Pisces,0.36,0.28,70,,,,,,24.02,Galactic star superposed.
,,NGC1056,,,G,Galaxy,2,42.8,+,28,34.45166667,Aries,1.88,1.36,162,13.5,,10.14,9.38,9.12,23.36,
,,NGC487,,,G,Galaxy,1,21.91666667,+,16,22.21666667,Cetus,1.09,0.7,113,13.99,,11.79,11.17,10.9,23.05,
,,NGC1065,,,G,Galaxy,2,42.1,+,15,5.5,Cetus,0.82,0.75,0,14,,11.35,10.68,10.4,23.24,
,,NGC491A,,,G,Galaxy,1,20.08333333,+,33,53.96666667,Sculptor,1.88,0.85,97,14.32,,13.05,12.92,12.28,23.72,
,,NGC1069,,,G,Galaxy,2,43,+,8,17.36666667,Cetus,1.35,0.84,146,14.5,,11.45,10.78,10.56,23.26,
,,NGC492,,,G,Galaxy,1,22.23333333,+,5,25.02333333,Pisces,0.67,0.56,97,15.5,,12.69,12.18,11.71,23.7,
,,NGC1075,,,G,Galaxy,2,43.56666667,+,16,12.06666667,Cetus,0.81,0.53,146,15,,12.73,11.7,11.52,23.56,
,,NGC496,,,G,Galaxy,1,23.2,+,33,31.75,Pisces,0.89,0.33,36,14.3,,11.63,10.97,10.73,22.04,
,,NGC1077B,,,G,Galaxy,2,46.01666667,+,40,5.416666667,Perseus,1.06,0.77,165,14.6,,11.4,10.7,10.42,23.17,
,,NGC497,,,G,Galaxy,1,22.4,+,0,52.51666667,Cetus,2.06,0.86,134,14.1,,10.56,9.94,9.68,23.49,
,,NGC1078,,,G,Galaxy,2,44.13333333,+,9,27.15,Cetus,0.85,0.62,45,15,,11.65,10.91,10.61,23.6,
,,NGC504,,,G,Galaxy,1,23.46666667,+,33,12.26666667,Pisces,1.55,0.39,45,14,,11.06,10.25,10.07,23.69,
,,NGC1080,,,G,Galaxy,2,45.16666667,+,4,42.65,Eridanus,1.09,0.82,166,14.5,,11.78,11.16,10.85,22.84,
,,NGC509,,,G,Galaxy,1,23.4,+,9,26.01333333,Pisces,1.59,0.68,81,14.7,,11.34,10.8,10.68,24.29,
,,NGC1083,,,G,Galaxy,2,45.68333333,+,15,21.46666667,Eridanus,1.55,0.33,17,14,,,,,23.85,
,,NGC510,,,**,Double star,1,23.93333333,+,33,29.81333333,Pisces,,,,,,,,,,
,,NGC1085,,,G,Galaxy,2,46.41666667,+,3,36.43666667,Cetus,2.04,1.5,13,13.6,,10.79,10,9.8,23.82,
,,NGC520 NED01,,,G,Galaxy,1,24.56666667,+,3,47.69666667,Pisces,4.09,1.61,130,12.24,11.42,9.43,8.69,8.37,23.54,Northern optical center of NGC 0520.
,,NGC1086,,,G,Galaxy,2,47.93333333,+,41,14.78833333,Perseus,1.32,0.79,43,13.6,,11.57,10.91,10.59,22.44,
,,NGC520 NED02,,,G,Galaxy,1,24.58333333,+,3,47.38666667,Pisces,1.56,0.59,120,12.4,,,,,,Southern optical center of NGC 0520.
,,NGC1088 NED02,,,G,Galaxy,2,47.08333333,+,16,12.145,Aries,0.48,0.22,116,16.69,,,,,24.31,
,,NGC523,,,G,Galaxy,1,25.35,+,34,1.496666667,Andromeda,2.52,0.71,104,13.5,,10.76,10.05,9.71,23.27,
,,NGC1089,,,G,Galaxy,2,46.16666667,+,15,4.4,Eridanus,1.38,0.99,16,14,,11.01,10.31,10.08,24.07,
,,NGC526A,,,G,Galaxy,1,23.9,+,35,3.933333333,Sculptor,1.7,0.79,110,14.76,14.6,11.6,10.66,10.44,24.53,
,,NGC1091,,,G,Galaxy,2,45.36666667,+,17,31.98333333,Eridanus,0.81,0.67,86,14.88,,11.74,11.07,10.66,24.26,
,,NGC529,,,G,Galaxy,1,25.66666667,+,34,42.8,Andromeda,2.22,1.96,162,13.1,,10.05,9.3,9.11,23.61,
,,NGC1092,,,G,Galaxy,2,45.5,+,17,32.53333333,Eridanus,1,0.89,130,14.4,,11.22,10.51,10.23,24.37,
,,NGC531,,,G,Galaxy,1,26.31666667,+,34,45.23333333,Andromeda,1.77,0.47,33,14.9,,11.49,10.7,10.51,24.53,
,,NGC1096,,,G,Galaxy,2,43.81666667,+,59,54.8,Horologium,1.76,1.61,45,13.75,,11.43,10.66,10.39,23.41,One APM image refers to the northeast end of the bar.
,,NGC532,,,G,Galaxy,1,25.28333333,+,9,15.84666667,Pisces,2.18,0.94,30,13.5,,9.87,9.12,8.83,23.88,
,,NGC1098,,,G,Galaxy,2,44.9,+,17,39.55,Eridanus,1.58,1.27,103,13.62,,10.61,9.89,9.61,23.43,
,,NGC534,,,G,Galaxy,1,24.75,+,38,7.75,Sculptor,1.19,1.07,110,14.42,,11.08,10.42,10.16,23.48,
,,NGC1099,,,G,Galaxy,2,45.3,+,17,42.5,Eridanus,2.1,0.63,16,13.98,,10.78,10.05,9.85,23.59,
,,NGC536,,,G,Galaxy,1,26.36666667,+,34,42.18166667,Andromeda,2.92,1.49,67,13.2,,10.18,9.56,9.24,23.8,
,,NGC1101,,,G,Galaxy,2,48.25,+,4,34.68166667,Cetus,1.33,1.05,100,14.8,,10.76,10.09,9.79,23.36,
,,NGC543,,,G,Galaxy,1,25.83333333,+,1,17.56666667,Cetus,0.81,0.37,90,15,,11.71,11.01,10.77,22.46,
,,NGC1107,,,G,Galaxy,2,49.33333333,+,8,5.558333333,Cetus,1.88,1.56,140,14.1,,9.51,8.72,8.45,23.59,HOLM 063B is a star.
,,NGC548,,,G,Galaxy,1,26.05,+,1,13.53333333,Cetus,0.9,0.74,153,15.1,,11.83,11.13,10.98,23.31,
,IC1846,NGC1109,,,G,Galaxy,2,47.73333333,+,13,15.32,Aries,0.81,0.67,116,15.4,,11.27,10.58,10.25,23.68,Identification as NGC 1109 is uncertain.
,,NGC549,,,G,Galaxy,1,25.11666667,+,38,0.4666666667,Sculptor,0.59,0.55,100,15.49,,12.55,11.81,11.58,23,
,,NGC1113,,,*,Star,2,50.08333333,+,13,19.645,Aries,,,,,,,,,,Identification as NGC 1113 is uncertain.
,,NGC550,,,G,Galaxy,1,26.71666667,+,2,1.341666667,Cetus,1.82,0.69,120,13.6,,10.25,9.49,9.2,23.2,
,,NGC1114,,,G,Galaxy,2,49.11666667,+,16,59.6,Eridanus,2.15,0.81,7,13.3,,10.68,10.12,9.74,22.77,
,,NGC552,,,*,Star,1,26.16666667,+,33,24.35166667,Pisces,,,,,,,,,,NGC identification is not certain.
,,NGC1116,,,G,Galaxy,2,50.6,+,13,20.10333333,Aries,1.2,0.4,26,15.4,,11.66,10.87,10.54,23.81,
,,NGC555,,,G,Galaxy,1,27.2,+,22,45.73333333,Cetus,0.74,0.69,15,15.19,,12.31,11.53,11.37,23.37,
,,NGC1117,,,G,Galaxy,2,51.21666667,+,13,11.11833333,Aries,0.7,0.52,4,14.9,,11.65,10.92,10.62,23.2,NGC identification is not certain.
,,NGC556,,,G,Galaxy,1,27.21666667,+,22,41.86666667,Cetus,0.45,0.4,144,15.41,,12.95,12.26,11.93,22.59,
,,NGC1119,,,G,Galaxy,2,48.28333333,+,17,59.25,Eridanus,0.48,0.37,172,14.83,,12.96,12.4,12.24,22.2,
,,NGC559,,,OCl,Open Cluster,1,29.55,+,63,18.08666667,Cassiopeia,9,,,9.85,9.5,,,,,
,,NGC1121,,,G,Galaxy,2,50.65,+,1,44.05,Eridanus,0.95,0.34,10,13.7,,11,10.31,10.06,22.21,
,,NGC560,,,G,Galaxy,1,27.41666667,+,1,54.78333333,Cetus,2.09,0.44,178,14,,10.76,10.03,9.74,24.11,
,,NGC1123,,,Dup,Galaxy,2,52.85,+,42,12.30166667,Perseus,,,,,,,,,,
,,NGC561,,,G,Galaxy,1,28.31666667,+,34,18.51833333,Andromeda,1.4,1.28,145,14.1,,11.18,10.4,10.08,23.44,
,,NGC1127,,,G,Galaxy,2,52.86666667,+,13,15.385,Aries,0.69,0.49,36,15.7,,12.35,11.66,11.27,23.73,
,,NGC562,,,G,Galaxy,1,28.48333333,+,48,23.225,Andromeda,0.91,0.86,40,14.5,,11.47,10.82,10.51,22.99,
,,NGC1129,,,G,Galaxy,2,54.45,+,41,34.775,Perseus,2.82,1.07,77,14.6,13.6,9.24,8.56,8.24,24.66,Incorrectly called 'NGC 1130' in MCG.
,,NGC566,,,G,Galaxy,1,29.05,+,32,19.935,Pisces,1.21,0.32,179,14.6,,11.55,10.79,10.63,23.74,
,,NGC1132,,,G,Galaxy,2,52.86666667,+,1,16.48333333,Cetus,1.91,0.71,142,13.9,,10.2,9.43,11.8,23.5,
,,NGC572,,,G,Galaxy,1,28.6,+,39,18.43333333,Sculptor,0.89,0.84,170,15.18,,11.77,10.97,10.74,23.51,The APMUKS image includes two superposed stars.
,,NGC1133,,,G,Galaxy,2,52.7,+,8,48.26666667,Eridanus,0.97,0.71,71,15,,11.82,11.1,10.79,23.33,
,,NGC577,,,G,Galaxy,1,30.68333333,+,1,59.66666667,Cetus,1.45,1.28,130,14.3,,10.86,10.16,9.88,23.54,
,,NGC1135,,,G,Galaxy,2,50.78333333,+,54,55.78333333,Horologium,0.71,0.42,59,16.16,,13.56,12.99,12.56,23.62,
,,NGC579,,,G,Galaxy,1,31.76666667,+,33,36.93333333,Triangulum,1.08,0.85,160,13.6,,11.29,10.67,10.35,22.62,
,,NGC1136,,,G,Galaxy,2,50.9,+,54,58.55,Horologium,1.44,1.19,77,13.8,,10.81,10.11,9.81,23.18,
,,NGC580,,,Dup,Galaxy,1,30.68333333,+,1,59.66666667,Cetus,,,,,,,,,,
,,NGC1137,,,G,Galaxy,2,54.05,+,2,57.725,Cetus,1.1,0.61,16,13.5,,10.86,10.15,9.95,22.3,
,,NGC586,,,G,Galaxy,1,31.61666667,+,6,53.63333333,Cetus,1.61,0.78,179,14.1,13.16,11,10.31,10.08,23.57,HOLM 045C is a star.
,,NGC1138,,,G,Galaxy,2,56.6,+,43,2.841666667,Perseus,1.73,1.49,95,14.1,,9.97,9.27,9.03,23.95,
,,NGC590,,,G,Galaxy,1,33.68333333,+,44,55.72166667,Andromeda,2.13,0.77,147,14.2,,10.26,9.54,9.24,24,
,,NGC1139,,,G,Galaxy,2,52.78333333,+,14,31.76666667,Eridanus,1.02,0.35,43,15,,12.29,11.61,11.28,24.27,
,,NGC592,,,*Ass,Association of stars,1,33.2,+,30,38.69666667,Triangulum,,,,,,,,,,Within boundaries of Messier 033
,,NGC1141,,,Dup,Galaxy,2,55.16666667,+,0,10.66666667,Cetus,,,,,,,,,,
,,NGC600,,,G,Galaxy,1,33.08333333,+,7,18.68333333,Cetus,2.63,2.56,25,13.1,,11.48,10.92,10.71,23.83,
,,NGC1144,,,G,Galaxy,2,55.2,+,0,11.01666667,Cetus,1.08,0.74,118,15.42,14.41,10.07,9.27,9.02,22.79,
,,NGC608,,,G,Galaxy,1,35.46666667,+,33,39.40333333,Triangulum,0.83,0.55,33,14,,10.88,10.2,9.94,22.42,
,,NGC1146,,,Other,,2,57.61666667,+,46,25.61666667,Perseus,,,,,,,,,,Group of Galactic stars.
,,NGC613,,,G,Galaxy,1,34.3,+,29,25.1,Sculptor,5.48,4.51,125,10.77,12.71,7.92,7.38,7.03,23.02,
,,NGC1147,,,Other,,2,55.15,+,9,7.183333333,Eridanus,,,,,,,,,,Nothing at this position.
,,NGC621,,,G,Galaxy,1,36.81666667,+,35,30.73166667,Triangulum,1.12,1.06,105,14.2,,10.69,9.95,9.71,23.23,
,,NGC1149,,,G,Galaxy,2,57.4,+,0,18.56666667,Cetus,0.71,0.51,122,15.5,,11.77,11.1,10.83,23.11,
,,NGC624,,,G,Galaxy,1,35.85,+,10,0.1833333333,Cetus,1.3,0.67,91,14.2,,11.45,10.74,10.47,23.05,
,,NGC1151,,,G,Galaxy,2,57.08333333,+,15,0.7833333333,Eridanus,0.55,0.45,54,15.94,,12.45,11.65,11.32,23.62,
,,NGC625,,,G,Galaxy,1,35.08333333,+,41,26.16666667,Phoenix,6.55,2.05,92,11.78,11.25,9.66,9.09,8.9,23.43,
,,NGC1152,,,G,Galaxy,2,57.56666667,+,7,45.53333333,Eridanus,1.3,0.76,5,15,,11.31,10.59,10.34,23.59,
,,NGC627,,,Dup,Galaxy,1,35.86666667,+,33,40.91333333,Triangulum,,,,,,,,,,
,,NGC1154,,,G,Galaxy,2,58.13333333,+,10,21.8,Eridanus,1.02,0.59,90,14.4,,11.95,11.26,11.03,22.25,
,,NGC631,,,G,Galaxy,1,36.78333333,+,5,50.12166667,Pisces,0.93,0.83,135,15,,11.5,10.91,10.51,23.63,
,,NGC1156,,,G,Galaxy,2,59.7,+,25,14.27,Aries,2.96,2.34,28,12.32,11.74,10.36,9.73,9.55,22.96,
,,NGC633,,,G,Galaxy,1,36.38333333,+,37,19.3,Sculptor,1.1,0.95,178,13.5,,11.15,10.36,10.04,22.37,
,,NGC1158,,,G,Galaxy,2,57.18333333,+,14,23.73333333,Eridanus,0.95,0.61,147,15.22,,11.99,11.52,11.04,24.32,
,,NGC638,,,G,Galaxy,1,39.63333333,+,7,14.24,Pisces,0.94,0.62,18,14.4,,11.92,11.36,10.9,23.06,
,,NGC1161,,,G,Galaxy,3,1.233333333,+,44,53.84,Perseus,2.69,1.84,23,13.2,12.08,,,,23,
,,NGC641,,,G,Galaxy,1,38.65,+,42,31.65,Phoenix,1.82,1.68,80,13.34,,10.18,9.53,9.26,23.28,
,,NGC1168,,,G,Galaxy,3,0.7833333333,+,11,46.33833333,Aries,0.98,0.38,24,15.4,,12.13,11.44,11.2,23.42,
,,NGC642,,,G,Galaxy,1,39.1,+,29,54.9,Sculptor,1.8,1.09,18,13.58,,11.2,10.76,10.29,23.06,The APM position is 8 arcsec north of nucleus.
,,NGC1172,,,G,Galaxy,3,1.6,+,14,50.2,Eridanus,2.28,1.64,30,12.87,,10.08,9.4,9.21,23.4,
